index;id_torneio;time;remaining_players;number_of_entries
0;3796601661;0:00:16;20;45
1;3796601661;0:01:14;21;45
2;3796601661;0:02:13;23;45
3;3796601661;0:03:12;27;45
4;3796601661;0:04:11;28;45
5;3796601661;0:05:10;28;45
6;3796601661;0:06:08;31;45
7;3796601661;0:07:19;32;45
8;3796601661;0:08:18;33;45
9;3796601661;0:09:17;34;45
10;3796601661;0:10:16;37;45
11;3796601661;0:11:14;39;45
12;3796601661;0:12:13;39;45
13;3796601661;0:13:24;40;45
14;3796601661;0:14:23;39;45
15;3796601661;0:15:21;40;45
16;3796601661;0:16:20;39;45
17;3796601661;0:17:19;38;45
18;3796601661;0:18:18;38;45
19;3796601661;0:19:17;37;45
20;3796601661;0:20:27;37;45
21;3796601661;0:21:26;37;45
22;3796601661;0:22:25;37;45
23;3796601661;0:23:24;36;45
24;3796601661;0:24:23;36;45
25;3796601661;0:25:22;36;45
26;3796601661;0:26:32;34;45
27;3796601661;0:27:31;34;45
28;3796601661;0:28:30;34;45
29;3796601661;0:29:29;32;45
30;3796601661;0:30:27;32;45
31;3796601661;0:31:26;32;45
32;3796601661;0:32:37;32;45
33;3796601661;0:33:36;30;45
34;3796601661;0:34:34;28;45
35;3796601661;0:35:33;28;45
36;3796601661;0:36:32;27;45
37;3796601661;0:37:31;27;45
38;3796601661;0:38:30;27;45
39;3796601661;0:39:40;26;45
40;3796601661;0:40:39;25;45
41;3796601661;0:41:38;25;45
42;3796601661;0:42:37;22;45
43;3796601661;0:43:36;22;45
44;3796601661;0:44:35;21;45
45;3796601661;0:45:45;21;45
46;3796601661;0:46:44;21;45
47;3796601661;0:47:43;20;45
48;3796601661;0:48:42;19;45
49;3796601661;0:49:40;19;45
50;3796601661;0:50:39;19;45
51;3796601661;0:51:38;19;45
52;3796601661;0:52:49;18;45
53;3796601661;0:53:47;18;45
54;3796601661;0:54:46;16;45
55;3796601661;0:55:45;16;45
56;3796601661;0:56:44;16;45
57;3796601661;0:57:43;16;45
58;3796601661;0:58:53;15;45
59;3796601661;0:59:52;15;45
60;3796601661;1:00:51;14;45
61;3796601661;1:01:50;14;45
62;3796601661;1:02:49;14;45
63;3796601661;1:03:48;14;45
64;3796601661;1:04:58;13;45
65;3796601661;1:05:57;12;45
66;3796601661;1:06:56;12;45
67;3796601661;1:07:55;12;45
68;3796601661;1:08:53;11;45
69;3796601661;1:00:52;11;45
70;3796601661;1:10:51;10;45
71;3796601661;1:12:02;10;45
72;3796601661;1:13:00;9;45
73;3796601661;1:13:59;9;45
74;3796601661;1:14:58;9;45
75;3796601661;1:15:57;9;45
76;3796601661;1:16:56;9;45
77;3796601661;1:18:06;9;45
78;3796601661;1:19:05;9;45
79;3796601661;1:20:04;9;45
80;3796601661;1:21:03;8;45
81;3796601661;1:22:02;8;45
82;3796601661;1:23:01;8;45
83;3796601661;1:23:59;8;45
84;3796601661;1:25:10;8;45
85;3796601661;1:26:09;8;45
86;3796601661;1:27:08;8;45
87;3796601661;1:28:06;8;45
88;3796601661;1:29:05;8;45
89;3796601661;1:30:04;8;45
90;3796601661;1:31:15;8;45
91;3796601661;1:32:14;8;45
92;3796601661;1:33:12;8;45
93;3796601661;1:34:11;8;45
94;3796601661;1:35:10;7;45
95;3796601661;1:36:09;7;45
96;3796601661;1:37:19;7;45
97;3796601661;1:38:18;7;45
98;3796601661;1:39:17;7;45
99;3796601661;1:40:16;7;45
100;3796601661;1:41:15;7;45
101;3796601661;1:42:14;7;45
102;3796601661;1:43:12;7;45
103;3796601661;1:44:23;7;45
104;3796601661;1:45:22;6;45
105;3796601661;1:46:21;5;45
106;3796601661;1:47:19;5;45
107;3796601661;1:48:18;5;45
108;3796601661;1:49:17;5;45
109;3796601661;1:50:28;5;45
110;3796601661;1:51:27;5;45
111;3796601661;1:52:25;5;45
112;3796601661;1:53:24;4;45
113;3796601661;1:54:23;4;45
114;3796601661;1:55:22;4;45
115;3796601661;1:56:21;3;45
116;3796601661;1:57:31;2;45
117;3796601661;1:58:30;2;45
118;3796601661;1:59:29;2;45
119;3796601661;2:00:28;2;45
120;3796601661;2:01:27;2;45
121;3796601661;2:02:25;2;45
122;3796601661;2:03:36;2;45
123;3796601661;2:04:00;2;45
124;3796601661;2:04:00;2;45
