index;id_torneio;time;remaining_players;number_of_entries
0;3796611636;0:00:16;21;45
1;3796611636;0:01:04;22;45
2;3796611636;0:02:05;22;45
3;3796611636;0:03:06;23;45
4;3796611636;0:04:06;24;45
5;3796611636;0:05:07;26;45
6;3796611636;0:06:08;27;45
7;3796611636;0:07:08;30;45
8;3796611636;0:08:09;34;45
9;3796611636;0:09:10;35;45
10;3796611636;0:10:11;38;45
11;3796611636;0:11:11;42;45
12;3796611636;0:12:12;42;45
13;3796611636;0:13:13;41;45
14;3796611636;0:14:14;40;45
15;3796611636;0:15:14;40;45
16;3796611636;0:16:15;40;45
17;3796611636;0:17:16;37;45
18;3796611636;0:18:16;37;45
19;3796611636;0:19:17;35;45
20;3796611636;0:20:18;35;45
21;3796611636;0:21:19;35;45
22;3796611636;0:22:19;34;45
23;3796611636;0:23:20;32;45
24;3796611636;0:24:21;32;45
25;3796611636;0:25:22;30;45
26;3796611636;0:26:22;30;45
27;3796611636;0:27:23;29;45
28;3796611636;0:28:24;28;45
29;3796611636;0:29:24;28;45
30;3796611636;0:30:25;28;45
31;3796611636;0:31:26;28;45
32;3796611636;0:32:27;27;45
33;3796611636;0:33:27;25;45
34;3796611636;0:34:28;24;45
35;3796611636;0:35:29;24;45
36;3796611636;0:36:30;24;45
37;3796611636;0:37:30;23;45
38;3796611636;0:38:31;22;45
39;3796611636;0:39:32;22;45
40;3796611636;0:40:33;20;45
41;3796611636;0:41:33;20;45
42;3796611636;0:42:34;19;45
43;3796611636;0:43:35;19;45
44;3796611636;0:44:35;19;45
45;3796611636;0:45:36;19;45
46;3796611636;0:46:37;19;45
47;3796611636;0:47:38;19;45
48;3796611636;0:48:38;19;45
49;3796611636;0:49:39;17;45
50;3796611636;0:50:40;17;45
51;3796611636;0:51:41;16;45
52;3796611636;0:52:41;15;45
53;3796611636;0:53:42;15;45
54;3796611636;0:54:43;14;45
55;3796611636;0:55:43;13;45
56;3796611636;0:56:44;13;45
57;3796611636;0:57:45;12;45
58;3796611636;0:58:46;12;45
59;3796611636;0:59:46;11;45
60;3796611636;1:00:47;11;45
61;3796611636;1:01:48;11;45
62;3796611636;1:02:49;11;45
63;3796611636;1:03:49;11;45
64;3796611636;1:04:50;11;45
65;3796611636;1:05:51;10;45
66;3796611636;1:06:51;10;45
67;3796611636;1:07:52;9;45
68;3796611636;1:08:53;9;45
69;3796611636;1:00:54;9;45
70;3796611636;1:10:54;9;45
71;3796611636;1:11:55;9;45
72;3796611636;1:12:56;8;45
73;3796611636;1:13:57;8;45
74;3796611636;1:14:57;7;45
75;3796611636;1:15:58;7;45
76;3796611636;1:16:59;7;45
77;3796611636;1:17:59;7;45
78;3796611636;1:19:00;7;45
79;3796611636;1:20:01;7;45
80;3796611636;1:21:02;7;45
81;3796611636;1:22:02;7;45
82;3796611636;1:23:03;7;45
83;3796611636;1:24:04;7;45
84;3796611636;1:25:05;7;45
85;3796611636;1:26:05;7;45
86;3796611636;1:27:06;7;45
87;3796611636;1:28:07;7;45
88;3796611636;1:29:08;6;45
89;3796611636;1:30:08;6;45
90;3796611636;1:31:09;6;45
91;3796611636;1:32:10;6;45
92;3796611636;1:33:10;6;45
93;3796611636;1:34:11;6;45
94;3796611636;1:35:12;6;45
95;3796611636;1:36:13;5;45
96;3796611636;1:37:13;5;45
97;3796611636;1:38:14;5;45
98;3796611636;1:39:15;5;45
99;3796611636;1:40:16;5;45
100;3796611636;1:41:16;5;45
101;3796611636;1:42:17;5;45
102;3796611636;1:43:18;5;45
103;3796611636;1:44:18;5;45
104;3796611636;1:45:19;5;45
105;3796611636;1:46:20;5;45
106;3796611636;1:47:21;4;45
107;3796611636;1:48:21;4;45
108;3796611636;1:49:22;4;45
109;3796611636;1:50:23;4;45
110;3796611636;1:51:24;4;45
111;3796611636;1:52:24;3;45
112;3796611636;1:53:25;3;45
113;3796611636;1:54:26;3;45
114;3796611636;1:55:26;3;45
115;3796611636;1:56:27;3;45
116;3796611636;1:57:28;3;45
117;3796611636;1:58:29;2;45
118;3796611636;1:59:29;2;45
119;3796611636;2:00:30;2;45
120;3796611636;2:01:31;2;45
121;3796611636;2:02:32;2;45
122;3796611636;2:03:32;2;45
123;3796611636;2:04:33;2;45
124;3796611636;2:05:34;2;45
125;3796611636;2:06:34;2;45
126;3796611636;2:07:35;2;45
127;3796611636;2:08:00;2;45
128;3796611636;2:08:00;2;45
