index;id_torneio;time;remaining_players;number_of_entries
0;3796555735;0:00:15;24;45
1;3796555735;0:01:06;24;45
2;3796555735;0:02:08;25;45
3;3796555735;0:03:10;25;45
4;3796555735;0:04:12;26;45
5;3796555735;0:05:14;27;45
6;3796555735;0:06:16;28;45
7;3796555735;0:07:18;28;45
8;3796555735;0:08:10;28;45
9;3796555735;0:09:12;29;45
10;3796555735;0:10:14;33;45
11;3796555735;0:11:16;32;45
12;3796555735;0:12:18;33;45
13;3796555735;0:13:20;35;45
14;3796555735;0:14:22;36;45
15;3796555735;0:15:14;36;45
16;3796555735;0:16:16;36;45
17;3796555735;0:17:18;36;45
18;3796555735;0:18:20;36;45
19;3796555735;0:19:22;36;45
20;3796555735;0:20:24;36;45
21;3796555735;0:21:26;34;45
22;3796555735;0:22:28;33;45
23;3796555735;0:23:20;33;45
24;3796555735;0:24:22;32;45
25;3796555735;0:25:24;31;45
26;3796555735;0:26:26;30;45
27;3796555735;0:27:28;30;45
28;3796555735;0:28:30;29;45
29;3796555735;0:29:32;29;45
30;3796555735;0:30:34;28;45
31;3796555735;0:31:26;27;45
32;3796555735;0:32:28;26;45
33;3796555735;0:33:30;26;45
34;3796555735;0:34:32;26;45
35;3796555735;0:35:34;26;45
36;3796555735;0:36:36;26;45
37;3796555735;0:37:38;26;45
38;3796555735;0:38:30;25;45
39;3796555735;0:39:32;25;45
40;3796555735;0:40:34;25;45
41;3796555735;0:41:36;24;45
42;3796555735;0:42:38;23;45
43;3796555735;0:43:40;23;45
44;3796555735;0:44:42;23;45
45;3796555735;0:45:44;22;45
46;3796555735;0:46:36;22;45
47;3796555735;0:47:38;21;45
48;3796555735;0:48:40;21;45
49;3796555735;0:49:42;20;45
50;3796555735;0:50:44;18;45
51;3796555735;0:51:46;18;45
52;3796555735;0:52:48;18;45
53;3796555735;0:53:40;17;45
54;3796555735;0:54:42;15;45
55;3796555735;0:55:44;14;45
56;3796555735;0:56:46;14;45
57;3796555735;0:57:48;14;45
58;3796555735;0:58:50;13;45
59;3796555735;0:59:52;13;45
60;3796555735;1:00:54;12;45
61;3796555735;1:01:46;12;45
62;3796555735;1:02:48;12;45
63;3796555735;1:03:50;11;45
64;3796555735;1:04:52;10;45
65;3796555735;1:05:54;10;45
66;3796555735;1:06:56;10;45
67;3796555735;1:07:58;9;45
68;3796555735;1:08:50;9;45
69;3796555735;1:00:52;9;45
70;3796555735;1:10:54;9;45
71;3796555735;1:11:56;9;45
72;3796555735;1:12:58;9;45
73;3796555735;1:14:00;9;45
74;3796555735;1:15:02;9;45
75;3796555735;1:16:04;9;45
76;3796555735;1:16:56;9;45
77;3796555735;1:17:58;9;45
78;3796555735;1:19:00;9;45
79;3796555735;1:20:02;9;45
80;3796555735;1:21:04;8;45
81;3796555735;1:22:06;8;45
82;3796555735;1:23:08;7;45
83;3796555735;1:24:00;6;45
84;3796555735;1:25:02;6;45
85;3796555735;1:26:04;6;45
86;3796555735;1:27:06;6;45
87;3796555735;1:28:08;6;45
88;3796555735;1:29:10;6;45
89;3796555735;1:30:12;6;45
90;3796555735;1:31:14;6;45
91;3796555735;1:32:06;5;45
92;3796555735;1:33:08;5;45
93;3796555735;1:34:10;4;45
94;3796555735;1:35:12;4;45
95;3796555735;1:36:14;4;45
96;3796555735;1:37:16;4;45
97;3796555735;1:38:18;4;45
98;3796555735;1:39:10;4;45
99;3796555735;1:40:12;4;45
100;3796555735;1:41:14;4;45
101;3796555735;1:42:16;4;45
102;3796555735;1:43:18;4;45
103;3796555735;1:44:20;4;45
104;3796555735;1:45:22;4;45
105;3796555735;1:46:24;4;45
106;3796555735;1:47:16;3;45
107;3796555735;1:48:18;3;45
108;3796555735;1:49:00;2;45
109;3796555735;1:49:00;2;45
