index;id_torneio;time;remaining_players;number_of_entries
0;3796268696;0:00:16;20;45
1;3796268696;0:01:15;24;45
2;3796268696;0:02:15;25;45
3;3796268696;0:03:15;26;45
4;3796268696;0:04:15;29;45
5;3796268696;0:05:14;34;45
6;3796268696;0:06:14;37;45
7;3796268696;0:07:14;41;45
8;3796268696;0:08:14;43;45
9;3796268696;0:09:13;45;45
10;3796268696;0:10:13;44;45
11;3796268696;0:11:13;44;45
12;3796268696;0:12:13;44;45
13;3796268696;0:13:12;44;45
14;3796268696;0:14:12;41;45
15;3796268696;0:15:12;41;45
16;3796268696;0:16:12;41;45
17;3796268696;0:17:11;40;45
18;3796268696;0:18:11;40;45
19;3796268696;0:19:11;39;45
20;3796268696;0:20:11;39;45
21;3796268696;0:21:10;39;45
22;3796268696;0:22:10;39;45
23;3796268696;0:23:10;39;45
24;3796268696;0:24:10;37;45
25;3796268696;0:25:09;36;45
26;3796268696;0:26:09;35;45
27;3796268696;0:27:09;35;45
28;3796268696;0:28:09;33;45
29;3796268696;0:29:08;33;45
30;3796268696;0:30:18;32;45
31;3796268696;0:31:18;32;45
32;3796268696;0:32:18;32;45
33;3796268696;0:33:17;31;45
34;3796268696;0:34:17;31;45
35;3796268696;0:35:17;29;45
36;3796268696;0:36:17;27;45
37;3796268696;0:37:16;27;45
38;3796268696;0:33:16;26;45
39;3796268696;0:39:16;24;45
40;3796268696;0:40:16;24;45
41;3796268696;0:41:15;22;45
42;3796268696;0:42:15;22;45
43;3796268696;0:43:15;21;45
44;3796268696;0:44:15;20;45
45;3796268696;0:45:14;18;45
46;3796268696;0:46:14;17;45
47;3796268696;0:47:14;17;45
48;3796268696;0:48:14;17;45
49;3796268696;0:49:13;17;45
50;3796268696;0:50:13;17;45
51;3796268696;0:51:13;17;45
52;3796268696;0:52:13;17;45
53;3796268696;0:53:12;17;45
54;3796268696;0:54:12;16;45
55;3796268696;0:55:12;16;45
56;3796268696;0:56:12;16;45
57;3796268696;0:57:11;15;45
58;3796268696;0:58:11;15;45
59;3796268696;0:59:21;14;45
60;3796268696;1:00:21;14;45
61;3796268696;1:01:20;14;45
62;3796268696;1:02:20;13;45
63;3796268696;1:03:20;13;45
64;3796268696;1:04:20;13;45
65;3796268696;1:05:19;13;45
66;3796268696;1:06:19;13;45
67;3796268696;1:07:19;13;45
68;3796268696;1:08:19;12;45
69;3796268696;1:09:18;12;45
70;3796268696;1:10:18;12;45
71;3796268696;1:11:18;10;45
72;3796268696;1:12:18;10;45
73;3796268696;1:13:17;9;45
74;3796268696;1:14:17;9;45
75;3796268696;1:15:17;9;45
76;3796268696;1:16:17;9;45
77;3796268696;1:17:16;9;45
78;3796268696;1:18:16;9;45
79;3796268696;1:19:16;9;45
80;3796268696;1:20:16;9;45
81;3796268696;1:21:15;9;45
82;3796268696;1:22:15;9;45
83;3796268696;1:23:15;9;45
84;3796268696;1:24:15;9;45
85;3796268696;1:25:14;8;45
86;3796268696;1:26:14;8;45
87;3796268696;1:27:14;7;45
88;3796268696;1:28:24;7;45
89;3796268696;1:29:23;6;45
90;3796268696;1:30:23;6;45
91;3796268696;1:31:23;5;45
92;3796268696;1:32:23;5;45
93;3796268696;1:33:22;5;45
94;3796268696;1:34:22;5;45
95;3796268696;1:35:22;5;45
96;3796268696;1:36:22;5;45
97;3796268696;1:37:21;5;45
98;3796268696;1:38:21;4;45
99;3796268696;1:39:21;4;45
100;3796268696;1:40:21;4;45
101;3796268696;1:41:20;3;45
102;3796268696;1:42:20;3;45
103;3796268696;1:43:20;3;45
104;3796268696;1:44:20;3;45
105;3796268696;1:45:00;2;45
