index;id_torneio;time;remaining_players;number_of_entries
0;3796323823;0:00:16;20;45
1;3796323823;0:01:16;21;45
2;3796323823;0:02:16;26;45
3;3796323823;0:03:16;29;45
4;3796323823;0:04:17;31;45
5;3796323823;0:05:17;36;45
6;3796323823;0:06:17;39;45
7;3796323823;0:07:17;41;45
8;3796323823;0:08:18;43;45
9;3796323823;0:09:18;43;45
10;3796323823;0:10:18;42;45
11;3796323823;0:11:18;42;45
12;3796323823;0:12:19;42;45
13;3796323823;0:13:19;42;45
14;3796323823;0:14:19;42;45
15;3796323823;0:15:19;42;45
16;3796323823;0:16:20;41;45
17;3796323823;0:17:20;40;45
18;3796323823;0:18:20;40;45
19;3796323823;0:19:20;39;45
20;3796323823;0:20:21;39;45
21;3796323823;0:21:21;38;45
22;3796323823;0:22:21;38;45
23;3796323823;0:23:21;36;45
24;3796323823;0:24:22;36;45
25;3796323823;0:25:22;36;45
26;3796323823;0:26:22;36;45
27;3796323823;0:27:22;36;45
28;3796323823;0:28:23;35;45
29;3796323823;0:29:23;35;45
30;3796323823;0:30:35;34;45
31;3796323823;0:31:35;33;45
32;3796323823;0:32:36;32;45
33;3796323823;0:33:36;32;45
34;3796323823;0:34:36;31;45
35;3796323823;0:35:36;31;45
36;3796323823;0:36:37;31;45
37;3796323823;0:37:37;28;45
38;3796323823;0:38:37;28;45
39;3796323823;0:39:37;27;45
40;3796323823;0:40:38;26;45
41;3796323823;0:41:38;23;45
42;3796323823;0:42:38;22;45
43;3796323823;0:43:38;22;45
44;3796323823;0:44:39;22;45
45;3796323823;0:45:39;22;45
46;3796323823;0:46:39;22;45
47;3796323823;0:47:39;22;45
48;3796323823;0:48:40;21;45
49;3796323823;0:49:40;20;45
50;3796323823;0:50:40;19;45
51;3796323823;0:51:40;19;45
52;3796323823;0:52:41;19;45
53;3796323823;0:53:41;17;45
54;3796323823;0:54:41;17;45
55;3796323823;0:55:41;17;45
56;3796323823;0:56:42;17;45
57;3796323823;0:57:42;17;45
58;3796323823;0:58:42;17;45
59;3796323823;0:59:55;16;45
60;3796323823;1:00:55;16;45
61;3796323823;1:01:55;15;45
62;3796323823;1:02:55;15;45
63;3796323823;1:03:56;15;45
64;3796323823;1:04:56;15;45
65;3796323823;1:05:56;14;45
66;3796323823;1:06:56;14;45
67;3796323823;1:07:57;14;45
68;3796323823;1:08:57;13;45
69;3796323823;1:00:57;13;45
70;3796323823;1:10:57;12;45
71;3796323823;1:11:58;12;45
72;3796323823;1:12:58;11;45
73;3796323823;1:13:58;11;45
74;3796323823;1:14:58;10;45
75;3796323823;1:15:59;8;45
76;3796323823;1:16:59;8;45
77;3796323823;1:17:59;8;45
78;3796323823;1:18:59;8;45
79;3796323823;1:20:00;8;45
80;3796323823;1:21:00;8;45
81;3796323823;1:22:00;8;45
82;3796323823;1:23:00;8;45
83;3796323823;1:24:01;8;45
84;3796323823;1:25:01;8;45
85;3796323823;1:26:01;8;45
86;3796323823;1:27:01;8;45
87;3796323823;1:28:02;8;45
88;3796323823;1:20:14;7;45
89;3796323823;1:30:14;7;45
90;3796323823;1:31:14;7;45
91;3796323823;1:32:15;7;45
92;3796323823;1:33:15;6;45
93;3796323823;1:34:15;6;45
94;3796323823;1:35:15;6;45
95;3796323823;1:36:16;6;45
96;3796323823;1:37:16;5;45
97;3796323823;1:38:16;5;45
98;3796323823;1:39:17;5;45
99;3796323823;1:40:17;5;45
100;3796323823;1:41:17;5;45
101;3796323823;1:42:17;5;45
102;3796323823;1:43:18;5;45
103;3796323823;1:44:18;5;45
104;3796323823;1:45:18;5;45
105;3796323823;1:46:18;5;45
106;3796323823;1:47:19;5;45
107;3796323823;1:48:19;5;45
108;3796323823;1:49:19;5;45
109;3796323823;1:50:19;5;45
110;3796323823;1:51:20;5;45
111;3796323823;1:52:20;5;45
112;3796323823;1:53:20;5;45
113;3796323823;1:54:20;4;45
114;3796323823;1:55:21;4;45
115;3796323823;1:56:21;4;45
116;3796323823;1:57:21;3;45
117;3796323823;1:58:33;3;45
118;3796323823;1:59:34;3;45
119;3796323823;2:00:34;3;45
120;3796323823;2:01:34;3;45
121;3796323823;2:02:34;2;45
122;3796323823;2:03:35;2;45
123;3796323823;2:04:35;2;45
124;3796323823;2:05:35;2;45
125;3796323823;2:06:35;2;45
126;3796323823;2:07:00;2;45
127;3796323823;2:07:00;2;45
